Name,Load,Date,Hour,Day,IsWeekend,Month,Season,newYearsDay,newYearsDayObserved,martinLutherKingJrDay,washingtonsBirthday,memorialDay,juneteenthNationalIndependenceDay,independenceDay,laborDay,columbusDay,veteransDayObserved,veteransDay,thanksgivingDay,christmasDay,newYearsEve,christmasEve,valentinesDay,halloween,thanksgiving,blackFriday,cyberMonday,easter
N.Y.C.,6161.7,2010-10-28,11,Thursday,0,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6605.5,2010-10-28,12,Thursday,0,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6929.3,2010-10-28,13,Thursday,0,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,7066.6,2010-10-28,14,Thursday,0,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,7111.3,2010-10-28,15,Thursday,0,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,7080.2,2010-10-28,16,Thursday,0,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,7063.1,2010-10-28,17,Thursday,0,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,7060.4,2010-10-28,18,Thursday,0,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,7038.2,2010-10-28,19,Thursday,0,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,7029.2,2010-10-28,20,Thursday,0,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6943.9,2010-10-28,21,Thursday,0,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6833.7,2010-10-28,22,Thursday,0,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6643.6,2010-10-28,23,Thursday,0,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6381.5,2010-10-29,0,Friday,0,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6075.3,2010-10-29,1,Friday,0,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,5670.1,2010-10-29,2,Friday,0,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,5173.6,2010-10-29,3,Friday,0,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4705.8,2010-10-29,4,Friday,0,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4404.9,2010-10-29,5,Friday,0,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4231.5,2010-10-29,6,Friday,0,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4150.6,2010-10-29,7,Friday,0,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4154.0,2010-10-29,8,Friday,0,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4384.6,2010-10-29,9,Friday,0,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4986.0,2010-10-29,10,Friday,0,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,5615.5,2010-10-29,11,Friday,0,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6019.0,2010-10-29,12,Friday,0,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6268.1,2010-10-29,13,Friday,0,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6369.8,2010-10-29,14,Friday,0,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6410.0,2010-10-29,15,Friday,0,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6418.4,2010-10-29,16,Friday,0,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6402.5,2010-10-29,17,Friday,0,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6359.3,2010-10-29,18,Friday,0,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6337.0,2010-10-29,19,Friday,0,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6337.0,2010-10-29,20,Friday,0,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6340.6,2010-10-29,21,Friday,0,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6333.0,2010-10-29,22,Friday,0,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6189.9,2010-10-29,23,Friday,0,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,5992.3,2010-10-30,0,Saturday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,5756.0,2010-10-30,1,Saturday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,5446.9,2010-10-30,2,Saturday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,5057.9,2010-10-30,3,Saturday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4659.8,2010-10-30,4,Saturday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4384.5,2010-10-30,5,Saturday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4216.2,2010-10-30,6,Saturday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4118.4,2010-10-30,7,Saturday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4082.1,2010-10-30,8,Saturday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4142.8,2010-10-30,9,Saturday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4351.1,2010-10-30,10,Saturday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4556.2,2010-10-30,11,Saturday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4849.1,2010-10-30,12,Saturday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,5137.2,2010-10-30,13,Saturday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,5346.1,2010-10-30,14,Saturday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,5441.4,2010-10-30,15,Saturday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,5464.3,2010-10-30,16,Saturday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,5419.1,2010-10-30,17,Saturday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,5378.2,2010-10-30,18,Saturday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,5339.7,2010-10-30,19,Saturday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,5354.2,2010-10-30,20,Saturday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,5489.7,2010-10-30,21,Saturday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,5716.7,2010-10-30,22,Saturday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,5707.2,2010-10-30,23,Saturday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,5584.5,2010-10-31,0,Sunday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N.Y.C.,5421.1,2010-10-31,1,Sunday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N.Y.C.,5178.1,2010-10-31,2,Sunday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N.Y.C.,4903.8,2010-10-31,3,Sunday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N.Y.C.,4606.0,2010-10-31,4,Sunday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N.Y.C.,4361.9,2010-10-31,5,Sunday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N.Y.C.,4204.2,2010-10-31,6,Sunday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N.Y.C.,4106.2,2010-10-31,7,Sunday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N.Y.C.,4061.2,2010-10-31,8,Sunday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N.Y.C.,4092.2,2010-10-31,9,Sunday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N.Y.C.,4205.8,2010-10-31,10,Sunday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N.Y.C.,4332.2,2010-10-31,11,Sunday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N.Y.C.,4565.9,2010-10-31,12,Sunday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N.Y.C.,4819.0,2010-10-31,13,Sunday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N.Y.C.,5039.7,2010-10-31,14,Sunday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N.Y.C.,5183.3,2010-10-31,15,Sunday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N.Y.C.,5243.3,2010-10-31,16,Sunday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N.Y.C.,5258.0,2010-10-31,17,Sunday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N.Y.C.,5241.0,2010-10-31,18,Sunday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N.Y.C.,5222.9,2010-10-31,19,Sunday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N.Y.C.,5245.8,2010-10-31,20,Sunday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N.Y.C.,5361.1,2010-10-31,21,Sunday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N.Y.C.,5626.5,2010-10-31,22,Sunday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N.Y.C.,5654.5,2010-10-31,23,Sunday,1,10,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N.Y.C.,5591.7,2010-11-01,0,Monday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,5451.7,2010-11-01,1,Monday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,5203.2,2010-11-01,2,Monday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4848.8,2010-11-01,3,Monday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4520.5,2010-11-01,4,Monday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4290.6,2010-11-01,5,Monday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4158.4,2010-11-01,6,Monday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4107.1,2010-11-01,7,Monday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4137.3,2010-11-01,8,Monday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4397.7,2010-11-01,9,Monday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,5004.1,2010-11-01,10,Monday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,5624.9,2010-11-01,11,Monday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,5981.4,2010-11-01,12,Monday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6251.8,2010-11-01,13,Monday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6374.7,2010-11-01,14,Monday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6423.2,2010-11-01,15,Monday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6435.6,2010-11-01,16,Monday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6441.3,2010-11-01,17,Monday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6402.8,2010-11-01,18,Monday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6397.7,2010-11-01,19,Monday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6436.0,2010-11-01,20,Monday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6500.3,2010-11-01,21,Monday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6575.3,2010-11-01,22,Monday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6450.1,2010-11-01,23,Monday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6269.3,2010-11-02,0,Tuesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6032.8,2010-11-02,1,Tuesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,5675.6,2010-11-02,2,Tuesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,5195.5,2010-11-02,3,Tuesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4739.5,2010-11-02,4,Tuesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4462.2,2010-11-02,5,Tuesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4294.8,2010-11-02,6,Tuesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4230.6,2010-11-02,7,Tuesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4265.0,2010-11-02,8,Tuesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4504.8,2010-11-02,9,Tuesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,5054.7,2010-11-02,10,Tuesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,5616.0,2010-11-02,11,Tuesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6006.7,2010-11-02,12,Tuesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6253.5,2010-11-02,13,Tuesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6384.9,2010-11-02,14,Tuesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6442.1,2010-11-02,15,Tuesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6477.5,2010-11-02,16,Tuesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6460.5,2010-11-02,17,Tuesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6422.0,2010-11-02,18,Tuesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6414.8,2010-11-02,19,Tuesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6440.9,2010-11-02,20,Tuesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6498.2,2010-11-02,21,Tuesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6551.7,2010-11-02,22,Tuesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6422.0,2010-11-02,23,Tuesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6241.1,2010-11-03,0,Wednesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,5991.9,2010-11-03,1,Wednesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,5632.5,2010-11-03,2,Wednesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,5154.6,2010-11-03,3,Wednesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4702.5,2010-11-03,4,Wednesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4439.7,2010-11-03,5,Wednesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4281.5,2010-11-03,6,Wednesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4214.8,2010-11-03,7,Wednesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4228.7,2010-11-03,8,Wednesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4479.1,2010-11-03,9,Wednesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,5094.2,2010-11-03,10,Wednesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,5731.8,2010-11-03,11,Wednesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6087.4,2010-11-03,12,Wednesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6300.0,2010-11-03,13,Wednesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6399.5,2010-11-03,14,Wednesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6447.5,2010-11-03,15,Wednesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6460.9,2010-11-03,16,Wednesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6457.3,2010-11-03,17,Wednesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6416.2,2010-11-03,18,Wednesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6419.7,2010-11-03,19,Wednesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6446.8,2010-11-03,20,Wednesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6516.1,2010-11-03,21,Wednesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6566.8,2010-11-03,22,Wednesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6442.0,2010-11-03,23,Wednesday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6237.0,2010-11-04,0,Thursday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,5954.9,2010-11-04,1,Thursday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,5586.5,2010-11-04,2,Thursday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,5108.9,2010-11-04,3,Thursday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4671.3,2010-11-04,4,Thursday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4410.8,2010-11-04,5,Thursday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4244.4,2010-11-04,6,Thursday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4170.6,2010-11-04,7,Thursday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4192.8,2010-11-04,8,Thursday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,4439.8,2010-11-04,9,Thursday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,5077.2,2010-11-04,10,Thursday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,5732.4,2010-11-04,11,Thursday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6133.6,2010-11-04,12,Thursday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6404.9,2010-11-04,13,Thursday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6559.5,2010-11-04,14,Thursday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6631.3,2010-11-04,15,Thursday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6671.7,2010-11-04,16,Thursday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6676.7,2010-11-04,17,Thursday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6639.9,2010-11-04,18,Thursday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6651.7,2010-11-04,19,Thursday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6693.8,2010-11-04,20,Thursday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y.C.,6749.3,2010-11-04,21,Thursday,0,11,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
